Smtp配置成功！为了保证Smtp邮件服务正常工作，请测试确认。,Smtp配置成功！为了保证Smtp邮件服务正常工作，请测试确认。
"[SMTP 测试] 发件人 %{1}","[SMTP 测试] 发件人 %{1}"
这是一封测试邮件。如果您收到此邮件，说明该发件人配置正确。,这是一封测试邮件。如果您收到此邮件，说明该发件人配置正确。
邮件发送成功！,邮件发送成功！
发送失败,发送失败
发送者,发送者
"WelineFramework SMTP 测试","WelineFramework SMTP 测试"
这是一封测试邮件。,这是一封测试邮件。
无效的请求方法,无效的请求方法
缺少发件人配置数据,缺少发件人配置数据
请选择自建邮箱账号,请选择自建邮箱账号
自建邮箱账号不存在或未启用,自建邮箱账号不存在或未启用
保存成功,保存成功
删除成功！,删除成功！
你要删除的记录已不存在！,你要删除的记录已不存在！
"Smtp 查询器不支持的操作：%{1}","Smtp 查询器不支持的操作：%{1}"
"SMTP 已配置","SMTP 已配置"
"请先在 SMTP 配置中添加至少一个发件人","请先在 SMTP 配置中添加至少一个发件人"
"发件人 code 不能为空","发件人 code 不能为空"
已保存,已保存
收件人不能为空,收件人不能为空
邮件主题不能为空,邮件主题不能为空
"发件人 %{1} 未配置或配置不完整","发件人 %{1} 未配置或配置不完整"
系统,系统
发送成功,发送成功
发送失败：%{1},发送失败：%{1}
"模块 %{1} 未配置 SMTP，请先在后台配置","模块 %{1} 未配置 SMTP，请先在后台配置"
测试邮箱不能为空,测试邮箱不能为空
"[SMTP 测试] WelineFramework 邮件测试","[SMTP 测试] WelineFramework 邮件测试"
"这是一封测试邮件。如果您收到此邮件，说明 SMTP 配置正确。","这是一封测试邮件。如果您收到此邮件，说明 SMTP 配置正确。"
"SMTP 邮件","SMTP 邮件"
"提供 SMTP 邮件发送能力，支持多模块独立配置","提供 SMTP 邮件发送能力，支持多模块独立配置"
发送邮件,发送邮件
收件人,收件人
主题,主题
"HTML 正文","HTML 正文"
发件人，空则用配置,发件人，空则用配置
"使用哪一模块的 SMTP 配置","使用哪一模块的 SMTP 配置"
发送测试邮件,发送测试邮件
测试邮箱,测试邮箱
模块,模块
"获取模块 SMTP 配置","获取模块 SMTP 配置"
"检测 SMTP 是否已配置可用","检测 SMTP 是否已配置可用"
"获取所有发件人列表（含 code）","获取所有发件人列表（含 code）"
"按 code 获取发件人配置","按 code 获取发件人配置"
"发件人 code","发件人 code"
设置发件人默认联系人/收件邮箱，供消息通知等调用,设置发件人默认联系人/收件邮箱，供消息通知等调用
默认收件邮箱,默认收件邮箱
获取发件人默认联系人/收件邮箱,获取发件人默认联系人/收件邮箱
配置项不齐全%{1},配置项不齐全%{1}
默认发件人,默认发件人
"发件人配置不完整：缺少 host 或 username","发件人配置不完整：缺少 host 或 username"
"SMTP Host 未配置","SMTP Host 未配置"
"SMTP 用户名未配置","SMTP 用户名未配置"
接受者邮箱为空：请正确设置接收邮箱！,接受者邮箱为空：请正确设置接收邮箱！
发送者邮箱为空：请正确设置发件邮箱！,发送者邮箱为空：请正确设置发件邮箱！
"SMTP 发件人配置","SMTP 发件人配置"
添加发件人,添加发件人
说明,说明
"每个发件人用 <strong>code</strong> 标识，便于消息通知和 WeShop 等模块通过 w_query 指定发件人。","每个发件人用 <strong>code</strong> 标识，便于消息通知和 WeShop 等模块通过 w_query 指定发件人。"
"发件来源可选择外部 SMTP 或自建邮局账号；选择自建后会自动带出 SMTP 主机、端口、加密方式和发件邮箱。","发件来源可选择外部 SMTP 或自建邮局账号；选择自建后会自动带出 SMTP 主机、端口、加密方式和发件邮箱。"
"<strong>默认联系人</strong>：该发件人作为邮件渠道时的默认收件邮箱，可由系统管理员或 w_query 设置。","<strong>默认联系人</strong>：该发件人作为邮件渠道时的默认收件邮箱，可由系统管理员或 w_query 设置。"
发件人,发件人
测试,测试
删除,删除
"标识 code","标识 code"
显示名称,显示名称
如：默认发件人,如：默认发件人
发件来源,发件来源
"外部 SMTP","外部 SMTP"
自建邮局账号,自建邮局账号
默认联系人（收件邮箱）,默认联系人（收件邮箱）
"该发件人默认收件人，可被 w_query 设置","该发件人默认收件人，可被 w_query 设置"
选择自建邮箱账号,选择自建邮箱账号
搜索邮箱账号、域名或名称,搜索邮箱账号、域名或名称
暂无可用自建邮箱账号，请先在企业邮箱模块创建并启用账号。,暂无可用自建邮箱账号，请先在企业邮箱模块创建并启用账号。
自动配置摘要,自动配置摘要
"外部 SMTP 需手动填写下方连接信息。","外部 SMTP 需手动填写下方连接信息。"
"SMTP 主机","SMTP 主机"
端口,端口
加密方式,加密方式
"SMTPS / SSL","SMTPS / SSL"
"STARTTLS / TLS","STARTTLS / TLS"
无加密,无加密
需要认证,需要认证
是,是
否,否
"发件邮箱 / 用户名","发件邮箱 / 用户名"
密码,密码
留空则不修改,留空则不修改
已保存，输入新密码可覆盖,已保存，输入新密码可覆盖
"自建 fake 账号无需密码；真实自建账号如需 SMTP 认证请填写密码。","自建 fake 账号无需密码；真实自建账号如需 SMTP 认证请填写密码。"
保存全部,保存全部
新发件人,新发件人
该发件人默认收件人,该发件人默认收件人
收件邮箱,收件邮箱
取消,取消
发送,发送
暂无匹配的自建邮箱账号,暂无匹配的自建邮箱账号
保存失败,保存失败
请输入收件邮箱,请输入收件邮箱
请至少添加一个发件人,请至少添加一个发件人
确定删除最后一个发件人吗？删除后仍可重新添加。,确定删除最后一个发件人吗？删除后仍可重新添加。
